id	term	region	sex	name	surname	party	change
Aliİhsan.Merdanoğlu	22	Diyarbakır	M	Ali İhsan	Merdanoğlu	AKP	
Aliİhsan.Merdanoğlu	23	Diyarbakır	M	Ali İhsan	Merdanoğlu	AKP	
Aliİhsan.Yavuz	24	Sakarya	M	Ali İhsan	Yavuz	AKP	
Aliİhsan.Yavuz	25	Sakarya	M	Ali İhsan	Yavuz	AKP	
Aliİhsan.Yavuz	26	Sakarya	M	Ali İhsan	Yavuz	AKP	
Aliİhsan.Yavuz	27	Sakarya	M	Ali İhsan	Yavuz	AKP	
Ali.Ilıksoy	21	Gaziantep	M	Ali	Ilıksoy	DSP	
Ali.İnci	25	Sakarya	M	Ali	İnci	AKP	
Ali.Işıklar	21	Ankara	M	Ali	Işıklar	MHP	
AliKemal.Başaran	21	Trabzon	M	Ali Kemal	Başaran	ANAP	
AliKemal.Deveciler	22	Balıkesir	M	Ali Kemal	Deveciler	CHP	
AliKemal.Kumkumoğlu	22	İstanbul	M	Ali Kemal	Kumkumoğlu	CHP	
Ali.Kenanoğlu	25	İstanbul	M	Ali	Kenanoğlu	HDP	
Ali.Kenanoğlu	27	İstanbul	M	Ali	Kenanoğlu	HDP	
Ali.Keskin	21	Denizli	M	Ali	Keskin	MHP	
Ali.Keven	27	Yozgat	M	Ali	Keven	CHP	
Ali.Koçal	23	Zonguldak	M	Ali	Koçal	CHP	
Ali.Koyuncu	23	Bursa	M	Ali	Koyuncu	AKP	
Ali.Küçükaydın	22	Adana	M	Ali	Küçükaydın	AKP	
Ali.Küçükaydın	23	Adana	M	Ali	Küçükaydın	AKP	
Ali.Küçükaydın	24	Adana	M	Ali	Küçükaydın	AKP	
Ali.Kul	23	Bursa	M	Ali	Kul	AKP	
AliMahir.Başarır	27	Mersin	M	Ali Mahir	Başarır	CHP	
Alim.Işık	23	Kütahya	M	Alim	Işık	MHP	
Alim.Işık	24	Kütahya	M	Alim	Işık	MHP	
Alim.Işık	25	Kütahya	M	Alim	Işık	MHP	
Alim.Tunç	22	Uşak	M	Alim	Tunç	AKP	
Alim.Tunç	26	Uşak	M	Alim	Tunç	AKP	
AliMuhittin.Taşdoğan	27	Gaziantep	M	Ali Muhittin	Taşdoğan	MHP	
AliNaci.Tuncer	21	Trabzon	M	Ali Naci	Tuncer	DYP	
Ali.Öğüten	22	Karabük	M	Ali	Öğüten	AKP	
Ali.Oksal	22	Mersin	M	Ali	Oksal	CHP	
Ali.Oksal	23	Mersin	M	Ali	Oksal	CHP	
AliOsman.Başkurt	22	Malatya	M	Ali Osman	Başkurt	AKP	
AliOsman.Sali	22	Balıkesir	M	Ali Osman	Sali	AKP	
AliOsman.Sali	23	Balıkesir	M	Ali Osman	Sali	AKP	
Ali.Öz	24	Mersin	M	Ali	Öz	MHP	
Ali.Öz	25	Mersin	M	Ali	Öz	MHP	
Ali.Özcan	25	İstanbul	M	Ali	Özcan	CHP	
Ali.Özcan	26	İstanbul	M	Ali	Özcan	CHP	
Ali.Özdemir	21	Gaziantep	M	Ali	Özdemir	MHP	
Ali.Özgündüz	24	İstanbul	M	Ali	Özgündüz	CHP	
Ali.Özkaya	25	Afyonkarahisar	M	Ali	Özkaya	AKP	
Ali.Özkaya	26	Afyonkarahisar	M	Ali	Özkaya	AKP	
Ali.Özkaya	27	Afyonkarahisar	M	Ali	Özkaya	AKP	
Ali.Öztunç	27	Kahramanmaraş	M	Ali	Öztunç	CHP	
Ali.Öztürk	23	Konya	M	Ali	Öztürk	AKP	
AliRahmi.Beyreli	21	Bursa	M	Ali Rahmi	Beyreli	DSP	
AliRıza.Alaboyun	22	Aksaray	M	Ali Rıza	Alaboyun	AKP	
AliRıza.Alaboyun	23	Aksaray	M	Ali Rıza	Alaboyun	AKP	
AliRıza.Alaboyun	24	Aksaray	M	Ali Rıza	Alaboyun	AKP	
AliRıza.Bodur	22	İzmir	M	Ali Rıza	Bodur	CHP	
AliRıza.Ertemür	23	Denizli	M	Ali Rıza	Ertemür	CHP	
AliRıza.Gönül	21	Aydın	M	Ali Rıza	Gönül	DYP	
AliRıza.Gülçiçek	22	İstanbul	M	Ali Rıza	Gülçiçek	CHP	
AliRıza.Öztürk	23	Mersin	M	Ali Rıza	Öztürk	CHP	
AliRıza.Öztürk	24	Mersin	M	Ali Rıza	Öztürk	CHP	
AliRıza.Septioğlu	21	Elazığ	M	Ali Rıza	Septioğlu	DYP	
Ali.Şahin	24	Gaziantep	M	Ali	Şahin	AKP	
Ali.Şahin	27	Gaziantep	M	Ali	Şahin	AKP	
Ali.Sarıbaş	24	Çanakkale	M	Ali	Sarıbaş	CHP	
Ali.Şeker	25	İstanbul	M	Ali	Şeker	CHP	
Ali.Şeker	26	İstanbul	M	Ali	Şeker	CHP	
Ali.Şeker	27	İstanbul	M	Ali	Şeker	CHP	
Ali.Serdengeçti	21	Manisa	M	Ali	Serdengeçti	MHP	
Ali.Serindağ	24	Gaziantep	M	Ali	Serindağ	CHP	
AliŞevki.Erek	21	Tokat	M	Ali Şevki	Erek	DYP	
Ali.Sezal	21	Kahramanmaraş	M	Ali	Sezal	FAZILET	
Ali.Sezal	22	Kahramanmaraş	M	Ali	Sezal	AKP	
Ali.Tekin	21	Adana	M	Ali	Tekin	DSP	
Ali.Temür	22	Giresun	M	Ali	Temür	AKP	
Ali.Temür	23	Giresun	M	Ali	Temür	AKP	
Ali.Topuz	22	İstanbul	M	Ali	Topuz	CHP	
Ali.Topuz	23	İstanbul	M	Ali	Topuz	CHP	
Ali.Turan	24	Sivas	M	Ali	Turan	AKP	
Ali.Uzunırmak	21	Aydın	M	Ali	Uzunırmak	MHP	
Ali.Uzunırmak	23	Aydın	M	Ali	Uzunırmak	MHP	
Ali.Uzunırmak	24	Aydın	M	Ali	Uzunırmak	MHP	
Ali.Uzunırmak	25	Aydın	M	Ali	Uzunırmak	MHP	
Ali.Yiğit	25	İzmir	M	Ali	Yiğit	CHP	
Ali.Yiğit	26	İzmir	M	Ali	Yiğit	CHP	
AliYüksel.Kavuştu	22	Çorum	M	Ali Yüksel	Kavuştu	AKP	
AlparslanAhmet.Dursun	25	Burdur	M	Alparslan Ahmet	Dursun	MHP	
Alpaslan.Kavaklıoğlu	24	Niğde	M	Alpaslan	Kavaklıoğlu	AKP	
Alpaslan.Kavaklıoğlu	25	Niğde	M	Alpaslan	Kavaklıoğlu	AKP	
Alpaslan.Kavaklıoğlu	26	Niğde	M	Alpaslan	Kavaklıoğlu	AKP	
Alpay.Antmen	27	Mersin	M	Alpay	Antmen	CHP	
Altan.Tan	24	Diyarbakır	M	Altan	Tan	Bağımsız	HDP
Altan.Tan	25	Diyarbakır	M	Altan	Tan	HDP	
Altan.Tan	26	Diyarbakır	M	Altan	Tan	HDP	SAADET
Arif.Bulut	24	Antalya	M	Arif	Bulut	CHP	
Arife.PolatDüzgün	27	Ankara	F	Arife	Polat Düzgün	AKP	
Arif.Sezer	21	Adana	M	Arif	Sezer	DSP	
Armağan.Yılmaz	21	Uşak	M	Armağan	Yılmaz	MHP	
Arslan.Aydar	21	Kars	M	Arslan	Aydar	MHP	
Arslan.Kabukcuoğlu	27	Eskişehir	M	Arslan	Kabukcuoğlu	IYI	
Arslan.Kabukcuoğlu	27	Eskişehir	M	Arslan	Kabukçuoğlu	IYI	
Arzu.Aydın	27	Bolu	F	Arzu	Aydın	AKP	
Arzu.Erdem	25	İstanbul	F	Arzu	Erdem	MHP	
Arzu.Erdem	26	İstanbul	F	Arzu	Erdem	MHP	
Arzu.Erdem	27	İstanbul	F	Arzu	Erdem	MHP	
Asiye.Kolçak	25	Bursa	F	Asiye	Kolçak	HDP	
Asım.Aykan	22	Trabzon	M	Asım	Aykan	AKP	
Asım.Aykan	23	Trabzon	M	Asım	Aykan	AKP	
Aşkın.Asan	23	Ankara	F	Aşkın	Asan	AKP	
Aslan.Polat	21	Erzurum	M	Aslan	Polat	FAZILET	
Aslan.Savaşan	25	İzmir	M	Aslan	Savaşan	MHP	
Asuman.Erdoğan	27	Ankara	F	Asuman	Erdoğan	AKP	
Ataullah.Hamidi	21	Batman	M	Ataullah	Hamidi	ANAP	
Ataullah.Hamidi	26	Batman	M	Ataullah	Hamidi	AKP	
Atay.Uslu	26	Antalya	M	Atay	Uslu	AKP	
Atay.Uslu	27	Antalya	M	Atay	Uslu	AKP	
Atila.Emek	22	Antalya	M	Atila	Emek	CHP	
Atila.Emek	23	Antalya	M	Atila	Emek	CHP	
Atila.Kaya	23	İstanbul	M	Atila	Kaya	MHP	
Atila.Kaya	24	İstanbul	M	Atila	Kaya	MHP	
Atila.Kaya	25	İstanbul	M	Atila	Kaya	MHP	
Atila.Kaya	26	İstanbul	M	Atila	Kaya	MHP	
Atila.Sertel	26	İzmir	M	Atila	Sertel	CHP	
Atila.Sertel	27	İzmir	M	Atila	Sertel	CHP	
Atilla.Başoğlu	22	Adana	M	Atilla	Başoğlu	CHP	
Atilla.Kart	22	Konya	M	Atilla	Kart	CHP	
Atilla.Kart	23	Konya	M	Atilla	Kart	CHP	
Atilla.Kart	24	Konya	M	Atilla	Kart	CHP	
Atilla.Koç	22	Aydın	M	Atilla	Koç	AKP	
Atilla.Koç	23	Aydın	M	Atilla	Koç	AKP	
Atilla.Mutman	21	İzmir	M	Atilla	Mutman	DSP	
Atilla.Ödünç	27	Bursa	M	Atilla	Ödünç	AKP	
Avni.Akyol	21	Bolu	M	Avni	Akyol	ANAP	
Avni.Doğan	21	Kahramanmaraş	M	Avni	Doğan	FAZILET	
Avni.Doğan	22	Kahramanmaraş	M	Avni	Doğan	AKP	
Avni.Doğan	23	Kahramanmaraş	M	Avni	Doğan	AKP	
Avni.Erdemir	23	Amasya	M	Avni	Erdemir	AKP	
Avni.Erdemir	24	Amasya	M	Avni	Erdemir	AKP	
Aycan.İrmez	25	Şırnak	F	Aycan	İrmez	HDP	
Aycan.İrmez	26	Şırnak	F	Aycan	İrmez	HDP	
AydınAdnan.Sezgin	27	Aydın	M	Aydın Adnan	Sezgin	IYI	
AydınAğan.Ayaydın	21	İstanbul	M	Aydın Ağan	Ayaydın	ANAP	
AydınAğan.Ayaydın	24	İstanbul	M	Aydın Ağan	Ayaydın	CHP	
Aydın.Bıyıklıoğlu	24	Trabzon	M	Aydın	Bıyıklıoğlu	AKP	
Aydın.Gökmen	21	Balıkesir	M	Aydın	Gökmen	MHP	
Aydın.Menderes	21	İstanbul	M	Aydın	Menderes	FAZILET	
Aydın.Özcan	24	İzmir	M	Aydın	Özcan	CHP	
Aydın.Özer	27	Antalya	M	Aydın	Özer	CHP	
Aydın.Şengül	24	İzmir	M	Aydın	Şengül	AKP	
Aydın.Tümen	21	Ankara	M	Aydın	Tümen	DSP	
Aydın.Ünal	25	Ankara	M	Aydın	Ünal	AKP	
Aydın.Ünal	26	Ankara	M	Aydın	Ünal	AKP	
Aydın.Uslupehlivan	25	Adana	M	Aydın	Uslupehlivan	CHP	
Aydın.Uslupehlivan	26	Adana	M	Aydın	Uslupehlivan	CHP	
Ayfer.Yılmaz	21	Mersin	M	Ayfer	Yılmaz	DYP	
Ayhan.Altıntaş	27	Ankara	M	Ayhan	Altıntaş	IYI	
Ayhan.Barut	27	Adana	M	Ayhan	Barut	CHP	
Ayhan.Bilgen	25	Kars	M	Ayhan	Bilgen	HDP	
Ayhan.Bilgen	26	Kars	M	Ayhan	Bilgen	HDP	
Ayhan.Bilgen	27	Kars	M	Ayhan	Bilgen	HDP	Milletvekilliğinden istifa
Ayhan.Çevik	21	Van	M	Ayhan	Çevik	MHP	
Ayhan.Erel	27	Aksaray	M	Ayhan	Erel	IYI	
Ayhan.Gider	26	Çanakkale	M	Ayhan	Gider	AKP	
AyhanSefer.Üstün	22	Sakarya	M	Ayhan Sefer	Üstün	AKP	
AyhanSefer.Üstün	23	Sakarya	M	Ayhan Sefer	Üstün	AKP	
AyhanSefer.Üstün	24	Sakarya	M	Ayhan Sefer	Üstün	AKP	
AyhanSefer.Üstün	26	Sakarya	M	Ayhan Sefer	Üstün	AKP	
Ayhan.Yılmaz	23	Ordu	M	Ayhan	Yılmaz	AKP	
Ayhan.Yılmaz	25	Ankara	M	Ayhan	Yılmaz	AKP	
AyhanZeynep.TekinBörü	22	Adana	F	Ayhan Zeynep	Tekin Börü	AKP	
Aykan.Erdemir	24	Bursa	M	Aykan	Erdemir	CHP	
Aykut.Erdoğdu	24	İstanbul	M	Aykut	Erdoğdu	CHP	
Aykut.Erdoğdu	25	İstanbul	M	Aykut	Erdoğdu	CHP	
Aykut.Erdoğdu	26	İstanbul	M	Aykut	Erdoğdu	CHP	
Aykut.Erdoğdu	27	İstanbul	M	Aykut	Erdoğdu	CHP	
Ayla.AkatAta	23	Batman	F	Ayla	Akat Ata	Bağımsız	
Ayla.AkatAta	24	Batman	F	Ayla	Akat Ata	Bağımsız	HDP
Aylin.Cesur	27	Isparta	F	Aylin	Cesur	IYI	
Aylin.Nazlıaka	24	Ankara	F	Aylin	Nazlıaka	CHP	
Aylin.Nazlıaka	25	Ankara	F	Aylin	Nazlıaka	CHP	
Aylin.Nazlıaka	26	Ankara	F	Aylin	Nazlıaka	CHP	Bağımsız
Ayşe.AcarBaşaran	25	Batman	F	Ayşe	Acar Başaran	HDP	
Ayşe.AcarBaşaran	26	Batman	F	Ayşe	Acar Başaran	HDP	
Ayşe.AcarBaşaran	27	Batman	F	Ayşe	Acar Başaran	HDP	
Ayşe.Akbaş	23	Balıkesir	F	Ayşe	Akbaş	AKP	
Ayşe.Doğan	25	Tekirdağ	F	Ayşe	Doğan	AKP	
Ayşe.Doğan	26	Tekirdağ	F	Ayşe	Doğan	AKP	
AyşeEser.Danışoğlu	24	İstanbul	F	Ayşe Eser	Danışoğlu	CHP	
AyşeGülsün.Bilgehan	22	Ankara	F	Ayşe Gülsün	Bilgehan	CHP	
AyşeGülsün.Bilgehan	24	Ankara	F	Ayşe Gülsün	Bilgehan	CHP	
AyşeGülsün.Bilgehan	25	Ankara	F	Ayşe Gülsün	Bilgehan	CHP	
AyşeGülsün.Bilgehan	26	Ankara	F	Ayşe Gülsün	Bilgehan	CHP	
Ayşe.Gürocak	21	Ankara	F	Ayşe	Gürocak	DSP	
AyşeJale.Ağırbaş	23	İstanbul	F	Ayşe Jale	Ağırbaş	CHP	
Ayşe.Keşir	25	Düzce	F	Ayşe	Keşir	AKP	
Ayşe.Keşir	26	Düzce	F	Ayşe	Keşir	AKP	
Ayşe.Keşir	27	Düzce	F	Ayşe	Keşir	AKP	
Aysel.Tuğluk	23	Diyarbakır	F	Aysel	Tuğluk	Bağımsız	
Aysel.Tuğluk	24	Van	F	Aysel	Tuğluk	Bağımsız	HDP
AyşeNur.Bahçekapılı	23	İstanbul	F	Ayşe Nur	Bahçekapılı	AKP	
AyşeNur.Bahçekapılı	24	İstanbul	F	Ayşe Nur	Bahçekapılı	AKP	
AyşeNur.Bahçekapılı	25	İstanbul	F	Ayşe Nur	Bahçekapılı	AKP	
AyşeNur.Bahçekapılı	26	İstanbul	F	Ayşe Nur	Bahçekapılı	AKP	
Ayşenur.İslam	25	Sakarya	F	Ayşenur	İslam	AKP	
Ayşenur.Külahlıoğluİslam	24	Sakarya	F	Ayşenur	Külahlıoğlu İslam	AKP	
AyşeSibel.Ersoy	27	Adana	F	Ayşe Sibel	Ersoy	MHP	
AyşeSula.Köseoğlu	25	Trabzon	F	Ayşe Sula	Köseoğlu	AKP	
AyşeSula.Köseoğlu	26	Trabzon	F	Ayşe Sula	Köseoğlu	AKP	
Ayşe.Sürücü	27	Şanlıurfa	F	Ayşe	Sürücü	HDP	
Ayşe.Türkmenoğlu	23	Konya	F	Ayşe	Türkmenoğlu	AKP	
Ayşe.Türkmenoğlu	24	Konya	F	Ayşe	Türkmenoğlu	AKP	
Aysu.Bankoğlu	27	Bartın	F	Aysu	Bankoğlu	CHP	
Aytuğ.Atıcı	24	Mersin	M	Aytuğ	Atıcı	CHP	
Aytuğ.Atıcı	25	Mersin	M	Aytuğ	Atıcı	CHP	
Aytuğ.Atıcı	26	Mersin	M	Aytuğ	Atıcı	CHP	
Aytun.Çıray	24	İzmir	M	Aytun	Çıray	CHP	
Aytun.Çıray	25	İzmir	M	Aytun	Çıray	CHP	
Aytun.Çıray	26	İzmir	M	Aytun	Çıray	CHP	IYI
Aytun.Çıray	27	İzmir	M	Aytun	Çıray	IYI	
Ayvaz.Gökdemir	21	Erzurum	M	Ayvaz	Gökdemir	DYP	
Aziz.Akgül	22	Diyarbakır	M	Aziz	Akgül	AKP	
Aziz.Aydınlık	27	Şanlıurfa	M	Aziz	Aydınlık	CHP	
Aziz.Babuşçu	25	İstanbul	M	Aziz	Babuşçu	AKP	
Aziz.Babuşcu	26	İstanbul	M	Aziz	Babuşcu	AKP	
Aziz.Babuşcu	27	İstanbul	M	Aziz	Babuşcu	AKP	
AzizeSibel.Gönül	23	Kocaeli	F	Azize Sibel	Gönül	AKP	
Azmi.Ateş	21	İstanbul	M	Azmi	Ateş	FAZILET	
Azmi.Ateş	22	İstanbul	M	Azmi	Ateş	AKP	
Azmi.Ekinci	26	İstanbul	M	Azmi	Ekinci	AKP	
Bahar.Ayvazoğlu	27	Trabzon	F	Bahar	Ayvazoğlu	AKP	
Bahattin.Şeker	24	Bilecik	M	Bahattin	Şeker	MHP	
Baha.Ünlü	27	Osmaniye	M	Baha	Ünlü	CHP	
Bahri.Sipahi	21	İstanbul	M	Bahri	Sipahi	DSP	
Bahri.Zengin	21	İstanbul	M	Bahri	Zengin	FAZILET	
Baki.Şimşek	25	Mersin	M	Baki	Şimşek	MHP	
Baki.Şimşek	26	Mersin	M	Baki	Şimşek	MHP	
Baki.Şimşek	27	Mersin	M	Baki	Şimşek	MHP	
BarışAtay.Mengüllüoğlu	27	Hatay	M	Barış Atay	Mengüllüoğlu	HDP	TiP
Barış.Aydın	27	Ankara	M	Barış	Aydın	AKP	
Barış.Karadeniz	25	Sinop	M	Barış	Karadeniz	CHP	
Barış.Karadeniz	26	Sinop	M	Barış	Karadeniz	CHP	
Barış.Karadeniz	27	Sinop	M	Barış	Karadeniz	CHP	
Barış.Yarkadaş	25	İstanbul	M	Barış	Yarkadaş	CHP	
Barış.Yarkadaş	26	İstanbul	M	Barış	Yarkadaş	CHP	
Basri.Coşkun	21	Malatya	M	Basri	Coşkun	MHP	
BayramAli.Bayramoğlu	23	Rize	M	Bayram Ali	Bayramoğlu	AKP	
Bayramali.Meral	22	Ankara	M	Bayramali	Meral	CHP	
Bayramali.Meral	23	İstanbul	M	Bayramali	Meral	CHP	
BayramFırat.Dayanıklı	21	Tekirdağ	M	Bayram Fırat	Dayanıklı	DSP	
Bayram.Özçelik	22	Burdur	M	Bayram	Özçelik	AKP	
Bayram.Özçelik	23	Burdur	M	Bayram	Özçelik	AKP	
Bayram.Özçelik	24	Burdur	M	Bayram	Özçelik	AKP	
Bayram.Özçelik	26	Burdur	M	Bayram	Özçelik	AKP	
Bayram.Özçelik	27	Burdur	M	Bayram	Özçelik	AKP	
Bayram.Yılmazkaya	27	Gaziantep	M	Bayram	Yılmazkaya	CHP	
Bedia.ÖzgökçeErtan	26	Van	F	Bedia	Özgökçe Ertan	HDP	
Bedia.ÖzgökçeErtan	27	Van	F	Bedia	Özgökçe Ertan	HDP	Milletvekilliğinden istifa
Bedrettin.Yıldırım	24	Bursa	M	Bedrettin	Yıldırım	AKP	
Bedri.Serter	27	İzmir	M	Bedri	Serter	CHP	
Bedri.Yaşar	21	Gümüşhane	M	Bedri	Yaşar	MHP	
Bedri.Yaşar	27	Samsun	M	Bedri	Yaşar	IYI	
Behçet.Yıldırım	25	Adıyaman	M	Behçet	Yıldırım	HDP	
Behçet.Yıldırım	26	Adıyaman	M	Behçet	Yıldırım	HDP	
Behiç.Çelik	23	Mersin	M	Behiç	Çelik	MHP	
Behiç.Çelik	27	Mersin	M	Behiç	Çelik	IYI	
Bekir.Aksoy	21	Çorum	M	Bekir	Aksoy	DYP	
Bekir.Aksoy	23	Ankara	M	Bekir	Aksoy	MHP	
Bekir.Başevirgen	27	Manisa	M	Bekir	Başevirgen	CHP	
Bekir.Bozdağ	22	Yozgat	M	Bekir	Bozdağ	AKP	
Bekir.Bozdağ	23	Yozgat	M	Bekir	Bozdağ	AKP	
Bekir.Bozdağ	24	Yozgat	M	Bekir	Bozdağ	AKP	
Bekir.Bozdağ	26	Yozgat	M	Bekir	Bozdağ	AKP	
Bekir.Bozdağ	27	Yozgat	M	Bekir	Bozdağ	AKP	
Bekir.Gündoğan	21	Tunceli	M	Bekir	Gündoğan	Bağımsız	
BekirKuvvet.Erim	27	Aydın	M	Bekir Kuvvet	Erim	AKP	
Bekir.Ongun	21	Aydın	M	Bekir	Ongun	MHP	
Bekir.Pakdemirli	0	None	M	Bekir	Pakdemirli	AKP	
Bekir.Sobacı	21	Tokat	M	Bekir	Sobacı	FAZILET	
Belgin.Uygur	27	Balıkesir	F	Belgin	Uygur	AKP	
Bengi.Yıldız	23	Batman	M	Bengi	Yıldız	Bağımsız	
Bengi.Yıldız	24	Batman	M	Bengi	Yıldız	Bağımsız	HDP
Bennur.Karaburun	25	Bursa	F	Bennur	Karaburun	AKP	
Bennur.Karaburun	26	Bursa	F	Bennur	Karaburun	AKP	
Berat.Albayrak	25	İstanbul	M	Berat	Albayrak	AKP	
Berat.Albayrak	26	İstanbul	M	Berat	Albayrak	AKP	
Berat.Albayrak	27	İstanbul	M	Berat	Albayrak	AKP	Milletvekilliğinden istifa
Berdan.Öztürk	25	Ağrı	M	Berdan	Öztürk	HDP	
Berdan.Öztürk	26	Ağrı	M	Berdan	Öztürk	HDP	
Berdan.Öztürk	27	Ağrı	M	Berdan	Öztürk	HDP	
Berhan.Şimşek	22	İstanbul	M	Berhan	Şimşek	CHP	
Besime.Konca	26	Siirt	F	Besime	Konca	HDP	Milletvekilliğinin düşmesi
Beşir.Atalay	22	Ankara	M	Beşir	Atalay	AKP	
Beşir.Atalay	23	Ankara	M	Beşir	Atalay	AKP	
Beşir.Atalay	24	Kırıkkale	M	Beşir	Atalay	AKP	
Beşir.Atalay	26	Van	M	Beşir	Atalay	AKP	
Beyhan.Aslan	21	Denizli	M	Beyhan	Aslan	ANAP	
Beytullah.Asil	23	Eskişehir	M	Beytullah	Asil	MHP	
Bihlun.Tamaylıgil	22	İstanbul	F	Bihlun	Tamaylıgil	CHP	
Bihlun.Tamaylıgil	23	İstanbul	F	Bihlun	Tamaylıgil	CHP	
Bihlun.Tamaylıgil	24	İstanbul	F	Bihlun	Tamaylıgil	CHP	
Bihlun.Tamaylıgil	25	İstanbul	F	Bihlun	Tamaylıgil	CHP	
Bihlun.Tamaylıgil	26	İstanbul	F	Bihlun	Tamaylıgil	CHP	
Bilal.Uçar	24	Denizli	M	Bilal	Uçar	AKP	
Bilal.Uçar	25	Denizli	M	Bilal	Uçar	AKP	
Bilgin.Paçarız	23	Edirne	M	Bilgin	Paçarız	CHP	
Binali.Yıldırım	22	İstanbul	M	Binali	Yıldırım	AKP	
Binali.Yıldırım	23	Erzincan	M	Binali	Yıldırım	AKP	
Binali.Yıldırım	24	İzmir	M	Binali	Yıldırım	AKP	
Binali.Yıldırım	26	İzmir	M	Binali	Yıldırım	AKP	
Binali.Yıldırım	27	İzmir	M	Binali	Yıldırım	AKP	
Binnaz.Toprak	24	İstanbul	F	Binnaz	Toprak	CHP	
Birgen.Keleş	22	İstanbul	F	Birgen	Keleş	CHP	
Birgen.Keleş	23	İstanbul	F	Birgen	Keleş	CHP	
Birgül.AymanGüler	24	İzmir	F	Birgül	Ayman Güler	CHP	
Birkan.Erdal	21	Ankara	M	Birkan	Erdal	ANAP	
Birnur.Şahinoğlu	23	Samsun	F	Birnur	Şahinoğlu	AKP	
Birol.Büyüköztürk	21	Osmaniye	M	Birol	Büyüköztürk	MHP	
Birol.Ertem	25	Hatay	M	Birol	Ertem	CHP	
Birol.Ertem	26	Hatay	M	Birol	Ertem	CHP	
BozkurtYaşar.Öztürk	21	İstanbul	M	Bozkurt Yaşar	Öztürk	MHP	
Bülent.Akarcalı	21	İstanbul	M	Bülent	Akarcalı	ANAP	
Bülent.Arınç	21	Manisa	M	Bülent	Arınç	FAZILET	
Bülent.Arınç	22	Manisa	M	Bülent	Arınç	AKP	
Bülent.Arınç	23	Manisa	M	Bülent	Arınç	AKP	
Bülent.Arınç	24	Bursa	M	Bülent	Arınç	AKP	
Bülent.Baratalı	22	İzmir	M	Bülent	Baratalı	CHP	
Bülent.Baratalı	23	İzmir	M	Bülent	Baratalı	CHP	
Bülent.Belen	24	Tekirdağ	M	Bülent	Belen	MHP	
Bülent.Belen	25	Tekirdağ	M	Bülent	Belen	MHP	
Bülent.Ecevit	21	İstanbul	M	Bülent	Ecevit	DSP	
BülentErsin.Gök	21	İstanbul	M	Bülent Ersin	Gök	DSP	
Bülent.Gedikli	22	Ankara	M	Bülent	Gedikli	AKP	
Bülent.Gedikli	23	Ankara	M	Bülent	Gedikli	AKP	
Bülent.Gedikli	24	Ankara	M	Bülent	Gedikli	AKP	
BülentHasan.Tanla	22	İstanbul	M	Bülent Hasan	Tanla	CHP	
Bülent.Kuşoğlu	24	Ankara	M	Bülent	Kuşoğlu	CHP	
Bülent.Kuşoğlu	25	Ankara	M	Bülent	Kuşoğlu	CHP	
Bülent.Kuşoğlu	26	Ankara	M	Bülent	Kuşoğlu	CHP	
Bülent.Kuşoğlu	27	Ankara	M	Bülent	Kuşoğlu	CHP	
Bülent.Öz	25	Çanakkale	M	Bülent	Öz	CHP	
Bülent.Öz	26	Çanakkale	M	Bülent	Öz	CHP	
Bülent.Tezcan	24	Aydın	M	Bülent	Tezcan	CHP	
Bülent.Tezcan	25	Aydın	M	Bülent	Tezcan	CHP	
Bülent.Tezcan	26	Aydın	M	Bülent	Tezcan	CHP	
Bülent.Tezcan	27	Aydın	M	Bülent	Tezcan	CHP	
Bülent.Tüfenkci	25	Malatya	M	Bülent	Tüfenkci	AKP	
Bülent.Tüfenkci	26	Malatya	M	Bülent	Tüfenkci	AKP	
Bülent.Tüfenkci	27	Malatya	M	Bülent	Tüfenkci	AKP	
Bülent.Turan	24	İstanbul	M	Bülent	Turan	AKP	
Bülent.Turan	25	Çanakkale	M	Bülent	Turan	AKP	
Bülent.Turan	26	Çanakkale	M	Bülent	Turan	AKP	
Bülent.Turan	27	Çanakkale	M	Bülent	Turan	AKP	
BülentYener.Bektaşoğlu	25	Giresun	M	Bülent Yener	Bektaşoğlu	CHP	
BülentYener.Bektaşoğlu	26	Giresun	M	Bülent Yener	Bektaşoğlu	CHP	
Bünyamin.Özbek	24	Bayburt	M	Bünyamin	Özbek	AKP	
Burak.Erbay	27	Muğla	M	Burak	Erbay	CHP	
Burcu.Çelik	25	Muş	F	Burcu	Çelik	HDP	
Burcu.Çelik	26	Muş	F	Burcu	Çelik Özkan	HDP	
Burcu.Kayıkcı	25	Afyonkarahisar	F	Burcu	Kayıkcı	CHP	
Burcu.Köksal	26	Afyonkarahisar	F	Burcu	Köksal	CHP	
Burcu.Köksal	27	Afyonkarahisar	F	Burcu	Köksal	CHP	
Burhan.Bıçakçıoğlu	21	İzmir	M	Burhan	Bıçakçıoğlu	DSP	
Burhan.Çakır	27	Erzincan	M	Burhan	Çakır	AKP	
Burhanettin.Bulut	27	Adana	M	Burhanettin	Bulut	CHP	
Burhanettin.Uysal	26	Karabük	M	Burhanettin	Uysal	AKP	
Burhan.İsen	21	Batman	M	Burhan	İsen	DYP	
Burhan.Kara	21	Giresun	M	Burhan	Kara	ANAP	
Burhan.Kayatürk	23	Ankara	M	Burhan	Kayatürk	AKP	
Burhan.Kayatürk	24	Van	M	Burhan	Kayatürk	AKP	
Burhan.Kayatürk	25	Van	M	Burhan	Kayatürk	AKP	
